Season,League,TeamID,OppTeamID,TeamScore,OppScore,GameResult,Win,WinPercentage,MedianScoreDiff,ChalkSeed,OppWinPercentage,OppMedianScoreDiff,OppChalkSeed,WinPctDiff,ChalkSeedDiff,MedianScoreDiffDiff,BaselinePred
1985,M,1120,1242,66,64,W,1,0.6206896551724138,2.0,11.0,0.7666666666666667,5.5,3.0,-0.1459770114942529,8.0,-3.5,False
1985,M,1207,1396,63,46,W,1,0.9259259259259259,14.0,1.0,0.8275862068965517,8.0,8.0,0.09833971902937422,-7.0,6.0,True
1985,M,1246,1424,64,61,W,1,0.5714285714285714,2.5,12.0,0.9,11.0,4.0,-0.3285714285714286,8.0,-8.5,False
1985,M,1256,1326,79,67,W,1,0.9285714285714286,11.5,5.0,0.6785714285714286,4.5,4.0,0.25,1.0,7.0,False
1985,M,1260,1374,70,57,W,1,0.8333333333333334,9.0,4.0,0.7333333333333333,7.5,5.0,0.10000000000000009,-1.0,1.5,True
1985,M,1314,1323,60,58,W,1,0.7419354838709677,9.0,2.0,0.7142857142857143,6.5,7.0,0.027649769585253448,-5.0,2.5,True
1985,M,1328,1229,75,69,W,1,0.8333333333333334,10.0,1.0,0.7407407407407407,6.0,9.0,0.09259259259259267,-8.0,4.0,True
1985,M,1385,1116,68,65,W,1,0.9,11.0,1.0,0.6363636363636364,5.0,9.0,0.26363636363636367,-8.0,6.0,True
1985,M,1104,1433,63,59,W,1,0.7,6.5,7.0,0.8333333333333334,10.5,2.0,-0.13333333333333341,5.0,-4.0,False
1985,M,1130,1181,74,73,W,1,0.6153846153846154,2.0,11.0,0.7586206896551724,13.0,3.0,-0.14323607427055696,8.0,-11.0,False
1985,M,1210,1393,70,53,W,1,0.7741935483870968,7.0,2.0,0.7241379310344828,6.0,7.0,0.05005561735261399,-5.0,1.0,True
1985,M,1228,1208,74,58,W,1,0.7419354838709677,12.0,3.0,0.7037037037037037,5.0,6.0,0.03823178016726403,-3.0,7.0,True
1985,M,1268,1298,64,59,W,1,0.6666666666666666,3.0,5.0,0.8214285714285714,10.5,13.0,-0.15476190476190477,-8.0,-7.5,True
1985,M,1272,1412,67,66,W,1,0.896551724137931,10.0,2.0,0.7333333333333333,4.5,7.0,0.16321839080459777,-5.0,5.5,True
1985,M,1301,1431,86,73,W,1,0.6896551724137931,6.0,3.0,0.6896551724137931,9.0,11.0,0.0,-8.0,-3.0,True
1985,M,1437,1276,59,55,W,1,0.6551724137931034,6.0,8.0,0.8928571428571429,11.0,1.0,-0.23768472906403948,7.0,-5.0,False
1985,M,1207,1260,65,53,W,1,0.9259259259259259,14.0,1.0,0.8333333333333334,9.0,4.0,0.09259259259259256,-3.0,5.0,True
1985,M,1210,1228,61,53,W,1,0.7741935483870968,7.0,2.0,0.7419354838709677,12.0,3.0,0.032258064516129004,-1.0,-5.0,True
1985,M,1272,1130,59,57,W,1,0.896551724137931,10.0,2.0,0.6153846153846154,2.0,11.0,0.28116710875331563,-9.0,8.0,True
1985,M,1328,1256,86,84,W,1,0.8333333333333334,10.0,1.0,0.9285714285714286,11.5,5.0,-0.09523809523809523,-4.0,-1.5,True
1985,M,1301,1104,61,55,W,1,0.6896551724137931,6.0,3.0,0.7,6.5,7.0,-0.010344827586206806,-4.0,-0.5,True
1985,M,1314,1120,62,56,W,1,0.7419354838709677,9.0,2.0,0.6206896551724138,2.0,11.0,0.12124582869855394,-9.0,7.0,True
1985,M,1385,1246,86,70,W,1,0.9,11.0,1.0,0.5714285714285714,2.5,12.0,0.3285714285714286,-11.0,8.5,True
1985,M,1437,1268,46,43,W,1,0.6551724137931034,6.0,8.0,0.6666666666666666,3.0,5.0,-0.011494252873563204,3.0,3.0,False
1985,M,1207,1210,60,54,W,1,0.9259259259259259,14.0,1.0,0.7741935483870968,7.0,2.0,0.15173237753882918,-1.0,7.0,True
1985,M,1272,1328,63,61,W,1,0.896551724137931,10.0,2.0,0.8333333333333334,10.0,1.0,0.06321839080459768,1.0,0.0,False
1985,M,1385,1301,69,60,W,1,0.9,11.0,1.0,0.6896551724137931,6.0,3.0,0.21034482758620687,-2.0,5.0,True
1985,M,1437,1314,56,44,W,1,0.6551724137931034,6.0,8.0,0.7419354838709677,9.0,2.0,-0.08676307007786432,6.0,-3.0,False
1985,M,1207,1385,77,59,W,1,0.9259259259259259,14.0,1.0,0.9,11.0,1.0,0.025925925925925908,0.0,3.0,True
1985,M,1437,1272,52,45,W,1,0.6551724137931034,6.0,8.0,0.896551724137931,10.0,2.0,-0.24137931034482762,6.0,-4.0,False
1985,M,1437,1207,66,64,W,1,0.6551724137931034,6.0,8.0,0.9259259259259259,14.0,1.0,-0.2707535121328225,7.0,-8.0,False
1986,M,1133,1431,83,65,W,1,0.9375,6.5,7.0,0.84375,8.0,10.0,0.09375,-3.0,-1.5,True
1986,M,1177,1438,72,68,W,1,0.5714285714285714,2.5,12.0,0.6551724137931034,4.0,5.0,-0.08374384236453203,7.0,-1.5,False
1986,M,1181,1290,85,78,W,1,0.9411764705882353,10.0,1.0,0.6923076923076923,5.0,16.0,0.248868778280543,-15.0,5.0,True
1986,M,1207,1403,70,64,W,1,0.7407407407407407,10.0,4.0,0.5517241379310345,1.0,13.0,0.18901660280970622,-9.0,9.0,True
1986,M,1210,1265,68,53,W,1,0.8,10.5,2.0,0.6071428571428571,3.5,15.0,0.19285714285714295,-13.0,7.0,True
1986,M,1242,1299,71,46,W,1,0.9090909090909091,14.0,1.0,0.72,8.0,16.0,0.1890909090909091,-15.0,6.0,True
1986,M,1257,1180,93,73,W,1,0.7878787878787878,10.0,2.0,0.6153846153846154,3.0,15.0,0.17249417249417243,-13.0,7.0,True
1986,M,1261,1345,94,87,W,1,0.6206896551724138,6.0,11.0,0.6896551724137931,6.0,6.0,-0.06896551724137934,5.0,0.0,False
1986,M,1272,1123,95,63,W,1,0.8387096774193549,11.0,3.0,0.6896551724137931,4.0,14.0,0.14905450500556172,-11.0,7.0,True
1986,M,1277,1449,72,70,W,1,0.75,11.0,5.0,0.6333333333333333,4.0,12.0,0.1166666666666667,-7.0,7.0,True
1986,M,1314,1428,84,72,W,1,0.8387096774193549,12.0,3.0,0.6785714285714286,3.5,14.0,0.16013824884792627,-11.0,8.5,True
1986,M,1328,1318,80,74,W,1,0.7333333333333333,6.0,4.0,0.8620689655172413,12.0,13.0,-0.12873563218390804,-9.0,-6.0,True
1986,M,1330,1452,72,64,W,1,0.7407407407407407,6.0,8.0,0.6774193548387096,5.0,9.0,0.06332138590203107,-1.0,1.0,True
1986,M,1396,1239,61,50,W,1,0.8275862068965517,11.0,9.0,0.6785714285714286,5.0,8.0,0.1490147783251231,1.0,6.0,False
1986,M,1412,1281,66,64,W,1,0.6875,9.5,6.0,0.6129032258064516,4.0,11.0,0.07459677419354838,-5.0,5.5,True
1986,M,1437,1439,71,62,W,1,0.6176470588235294,4.0,10.0,0.7241379310344828,8.0,7.0,-0.10649087221095332,3.0,-4.0,False
1986,M,1104,1462,97,80,W,1,0.7333333333333333,9.0,5.0,0.8518518518518519,9.0,12.0,-0.11851851851851858,-7.0,0.0,True
1986,M,1114,1323,90,83,W,1,0.7,4.0,14.0,0.8148148148148148,11.0,3.0,-0.11481481481481481,11.0,-7.0,False
1986,M,1120,1112,73,63,W,1,0.6296296296296297,2.0,8.0,0.7241379310344828,7.0,9.0,-0.09450830140485311,-1.0,-5.0,True
1986,M,1156,1231,83,79,W,1,0.8888888888888888,17.0,14.0,0.75,7.5,3.0,0.13888888888888884,11.0,9.5,False
1986,M,1228,1193,75,51,W,1,0.6896551724137931,8.0,4.0,0.7931034482758621,3.0,13.0,-0.10344827586206895,-9.0,5.0,True
1986,M,1235,1275,81,79,W,1,0.6296296296296297,3.0,7.0,0.7857142857142857,7.5,10.0,-0.15608465608465605,-3.0,-4.5,True
1986,M,1246,1172,75,55,W,1,0.9032258064516129,11.0,1.0,0.6153846153846154,6.0,16.0,0.28784119106699746,-15.0,5.0,True
1986,M,1268,1337,69,64,W,1,0.5517241379310345,1.0,5.0,0.8571428571428571,8.5,12.0,-0.3054187192118226,-7.0,-7.5,True
1986,M,1276,1103,70,64,W,1,0.8620689655172413,14.0,2.0,0.72,5.0,15.0,0.14206896551724135,-13.0,9.0,True
1986,M,1298,1409,87,68,W,1,0.8620689655172413,14.0,7.0,0.7241379310344828,9.0,10.0,0.13793103448275856,-3.0,5.0,True
1986,M,1301,1234,66,64,W,1,0.5714285714285714,2.5,6.0,0.5925925925925926,5.0,11.0,-0.021164021164021163,-5.0,-2.5,True
1986,M,1385,1286,83,74,W,1,0.8823529411764706,9.0,1.0,0.4444444444444444,-2.0,16.0,0.43790849673202614,-15.0,11.0,True
1986,M,1386,1350,60,59,W,1,0.8333333333333334,8.0,6.0,0.7931034482758621,8.0,11.0,0.04022988505747127,-5.0,0.0,True
1986,M,1393,1135,101,52,W,1,0.8275862068965517,17.0,2.0,0.5833333333333334,2.0,15.0,0.24425287356321834,-13.0,15.0,True
1986,M,1424,1419,74,51,W,1,0.8857142857142857,11.0,4.0,0.6785714285714286,8.0,13.0,0.20714285714285707,-9.0,3.0,True
1986,M,1443,1304,67,59,W,1,0.7407407407407407,7.0,8.0,0.6296296296296297,7.0,9.0,0.11111111111111105,-1.0,0.0,True
1986,M,1177,1328,74,69,W,1,0.5714285714285714,2.5,12.0,0.7333333333333333,6.0,4.0,-0.16190476190476188,8.0,-3.5,False
1986,M,1181,1330,89,61,W,1,0.9411764705882353,10.0,1.0,0.7407407407407407,6.0,8.0,0.20043572984749458,-7.0,4.0,True
1986,M,1210,1437,66,61,W,1,0.8,10.5,2.0,0.6176470588235294,4.0,10.0,0.1823529411764706,-8.0,6.5,True
1986,M,1242,1396,65,43,W,1,0.9090909090909091,14.0,1.0,0.8275862068965517,11.0,9.0,0.08150470219435735,-8.0,3.0,True
1986,M,1257,1133,82,68,W,1,0.7878787878787878,10.0,2.0,0.9375,6.5,7.0,-0.14962121212121215,-5.0,3.5,True
1986,M,1261,1272,83,81,W,1,0.6206896551724138,6.0,11.0,0.8387096774193549,11.0,3.0,-0.21802002224694106,8.0,-5.0,False
1986,M,1277,1207,80,68,W,1,0.75,11.0,5.0,0.7407407407407407,10.0,4.0,0.0092592592592593,1.0,1.0,False
1986,M,1314,1412,77,59,W,1,0.8387096774193549,12.0,3.0,0.6875,9.5,6.0,0.15120967741935487,-3.0,2.5,True
1986,M,1104,1228,58,56,W,1,0.7333333333333333,9.0,5.0,0.6896551724137931,8.0,4.0,0.04367816091954013,1.0,1.0,False
1986,M,1120,1385,81,65,W,1,0.6296296296296297,2.0,8.0,0.8823529411764706,9.0,1.0,-0.2527233115468409,7.0,-7.0,False
1986,M,1156,1386,75,69,W,1,0.8888888888888888,17.0,14.0,0.8333333333333334,8.0,6.0,0.05555555555555547,8.0,9.0,False
1986,M,1235,1276,72,69,W,1,0.6296296296296297,3.0,7.0,0.8620689655172413,14.0,2.0,-0.23243933588761168,5.0,-11.0,False
1986,M,1246,1443,71,64,W,1,0.9032258064516129,11.0,1.0,0.7407407407407407,7.0,8.0,0.16248506571087218,-7.0,4.0,True
1986,M,1298,1393,97,85,W,1,0.8620689655172413,14.0,7.0,0.8275862068965517,17.0,2.0,0.03448275862068961,5.0,-3.0,False
1986,M,1301,1114,80,66,W,1,0.5714285714285714,2.5,6.0,0.7,4.0,14.0,-0.12857142857142856,-8.0,-1.5,True
1986,M,1424,1268,70,64,W,1,0.8857142857142857,11.0,4.0,0.5517241379310345,1.0,5.0,0.3339901477832512,-1.0,10.0,True
1986,M,1120,1424,70,63,W,1,0.6296296296296297,2.0,8.0,0.8857142857142857,11.0,4.0,-0.256084656084656,4.0,-9.0,False
1986,M,1246,1104,68,63,W,1,0.9032258064516129,11.0,1.0,0.7333333333333333,9.0,5.0,0.1698924731182796,-4.0,2.0,True
1986,M,1257,1314,94,79,W,1,0.7878787878787878,10.0,2.0,0.8387096774193549,12.0,3.0,-0.050830889540567026,-1.0,-2.0,True
1986,M,1261,1210,70,64,W,1,0.6206896551724138,6.0,11.0,0.8,10.5,2.0,-0.17931034482758623,9.0,-4.5,False
1986,M,1181,1177,74,67,W,1,0.9411764705882353,10.0,1.0,0.5714285714285714,2.5,12.0,0.3697478991596639,-11.0,7.5,True
1986,M,1242,1277,96,86,W,1,0.9090909090909091,14.0,1.0,0.75,11.0,5.0,0.15909090909090906,-4.0,3.0,True
1986,M,1298,1156,71,70,W,1,0.8620689655172413,14.0,7.0,0.8888888888888888,17.0,14.0,-0.026819923371647514,-7.0,-3.0,True
1986,M,1301,1235,70,66,W,1,0.5714285714285714,2.5,6.0,0.6296296296296297,3.0,7.0,-0.05820105820105825,-1.0,-0.5,True
1986,M,1257,1120,84,76,W,1,0.7878787878787878,10.0,2.0,0.6296296296296297,2.0,8.0,0.1582491582491582,-6.0,8.0,True
1986,M,1261,1246,59,57,W,1,0.6206896551724138,6.0,11.0,0.9032258064516129,11.0,1.0,-0.28253615127919907,10.0,-5.0,False
1986,M,1181,1298,71,50,W,1,0.9411764705882353,10.0,1.0,0.8620689655172413,14.0,7.0,0.07910750507099396,-6.0,-4.0,True
1986,M,1242,1301,75,67,W,1,0.9090909090909091,14.0,1.0,0.5714285714285714,2.5,6.0,0.33766233766233766,-5.0,11.5,True
1986,M,1181,1242,71,67,W,1,0.9411764705882353,10.0,1.0,0.9090909090909091,14.0,1.0,0.03208556149732622,0.0,-4.0,True
1986,M,1257,1261,88,77,W,1,0.7878787878787878,10.0,2.0,0.6206896551724138,6.0,11.0,0.16718913270637403,-9.0,4.0,True
1986,M,1257,1181,72,69,W,1,0.7878787878787878,10.0,2.0,0.9411764705882353,10.0,1.0,-0.15329768270944744,1.0,0.0,False
1987,M,1104,1299,88,71,W,1,0.8666666666666667,9.0,2.0,0.84,16.0,15.0,0.026666666666666727,-13.0,-7.0,True
1987,M,1120,1360,62,61,W,1,0.5862068965517241,7.0,8.0,0.8214285714285714,6.0,9.0,-0.2352216748768473,-1.0,1.0,True
1987,M,1122,1228,68,67,W,1,0.6153846153846154,3.0,14.0,0.7666666666666667,7.0,3.0,-0.1512820512820513,11.0,-4.0,False
1987,M,1181,1401,58,51,W,1,0.7241379310344828,9.0,5.0,0.5666666666666667,2.0,12.0,0.1574712643678161,-7.0,7.0,True
1987,M,1231,1193,92,58,W,1,0.8571428571428571,9.0,1.0,0.4827586206896552,-1.0,16.0,0.3743842364532019,-15.0,10.0,True
1987,M,1243,1208,82,79,W,1,0.6153846153846154,1.0,9.0,0.5925925925925926,4.0,8.0,0.02279202279202286,1.0,-3.0,False
1987,M,1276,1298,97,82,W,1,0.6071428571428571,6.0,9.0,0.8333333333333334,11.0,8.0,-0.22619047619047628,1.0,-5.0,False
1987,M,1309,1140,83,79,W,1,0.8846153846153846,13.5,7.0,0.6774193548387096,7.0,10.0,0.20719602977667495,-3.0,6.5,True
1987,M,1314,1335,113,82,W,1,0.9032258064516129,15.0,1.0,0.5,0.0,16.0,0.4032258064516129,-15.0,15.0,True
1987,M,1323,1292,84,71,W,1,0.7586206896551724,6.0,5.0,0.76,5.0,12.0,-0.0013793103448276334,-7.0,1.0,True
1987,M,1344,1412,90,68,W,1,0.7241379310344828,11.0,6.0,0.6296296296296297,2.0,11.0,0.09450830140485311,-5.0,9.0,True
1987,M,1395,1267,76,60,W,1,0.7931034482758621,7.0,4.0,0.8333333333333334,7.0,13.0,-0.04022988505747127,-9.0,0.0,True
1987,M,1417,1141,92,73,W,1,0.8,5.0,4.0,0.7307692307692307,8.5,13.0,0.06923076923076932,-9.0,-3.5,True
1987,M,1424,1226,95,70,W,1,0.9705882352941176,14.0,1.0,0.4444444444444444,-3.0,16.0,0.5261437908496732,-15.0,17.0,True
1987,M,1461,1438,64,60,W,1,0.7,5.0,12.0,0.7,6.0,5.0,0.0,7.0,-1.0,False
1987,M,1462,1281,70,69,W,1,0.5384615384615384,4.0,13.0,0.71875,4.0,4.0,-0.18028846153846156,9.0,0.0,False
1987,M,1177,1256,76,62,W,1,0.9285714285714286,15.0,3.0,0.7407407407407407,4.0,14.0,0.1878306878306879,-11.0,11.0,True
1987,M,1196,1301,82,70,W,1,0.6774193548387096,10.0,6.0,0.6060606060606061,2.0,11.0,0.07135874877810355,-5.0,8.0,True
1987,M,1207,1137,75,53,W,1,0.8461538461538461,9.0,1.0,0.7037037037037037,4.0,16.0,0.14245014245014243,-15.0,5.0,True
1987,M,1234,1365,99,76,W,1,0.8620689655172413,11.0,2.0,0.5357142857142857,5.0,15.0,0.3263546798029556,-13.0,6.0,True
1987,M,1242,1222,66,55,W,1,0.6875,3.0,5.0,0.6296296296296297,6.0,12.0,0.05787037037037035,-7.0,-3.0,True
1987,M,1261,1210,85,79,W,1,0.5625,1.5,10.0,0.5714285714285714,3.5,7.0,-0.008928571428571397,3.0,-2.0,False
1987,M,1283,1155,65,60,W,1,0.8214285714285714,9.0,13.0,0.8214285714285714,7.0,4.0,0.0,9.0,2.0,False
1987,M,1326,1246,91,77,W,1,0.6,5.0,9.0,0.6428571428571429,2.5,8.0,-0.04285714285714293,1.0,2.5,False
1987,M,1328,1409,74,69,W,1,0.7096774193548387,6.0,6.0,0.7586206896551724,6.0,11.0,-0.04894327030033363,-5.0,0.0,True
1987,M,1338,1265,93,68,W,1,0.7666666666666667,8.5,3.0,0.6896551724137931,3.0,14.0,0.07701149425287357,-11.0,5.5,True
1987,M,1345,1318,104,95,W,1,0.8518518518518519,12.0,3.0,0.8,7.0,14.0,0.051851851851851816,-11.0,5.0,True
1987,M,1385,1455,57,55,W,1,0.7142857142857143,3.5,6.0,0.6774193548387096,5.0,11.0,0.03686635944700467,-5.0,-1.5,True
1987,M,1393,1204,79,73,W,1,0.8064516129032258,11.0,2.0,0.6428571428571429,3.0,15.0,0.16359447004608285,-13.0,8.0,True
1987,M,1396,1380,75,56,W,1,0.9117647058823529,10.5,2.0,0.5925925925925926,7.0,15.0,0.31917211328976036,-13.0,3.5,True
1987,M,1431,1112,98,91,W,1,0.7931034482758621,6.0,7.0,0.6071428571428571,6.5,10.0,0.185960591133005,-3.0,-0.5,True
1987,M,1443,1452,64,62,W,1,0.7575757575757576,9.0,10.0,0.7666666666666667,12.0,7.0,-0.00909090909090915,3.0,-3.0,False
1987,M,1104,1309,101,76,W,1,0.8666666666666667,9.0,2.0,0.8846153846153846,13.5,7.0,-0.017948717948717885,-5.0,-4.5,True
1987,M,1181,1462,65,60,W,1,0.7241379310344828,9.0,5.0,0.5384615384615384,4.0,13.0,0.18567639257294433,-8.0,5.0,True
1987,M,1231,1120,107,90,W,1,0.8571428571428571,9.0,1.0,0.5862068965517241,7.0,8.0,0.270935960591133,-7.0,2.0,True
1987,M,1314,1276,109,97,W,1,0.9032258064516129,15.0,1.0,0.6071428571428571,6.0,9.0,0.2960829493087558,-8.0,9.0,True
1987,M,1323,1395,58,57,W,1,0.7586206896551724,6.0,5.0,0.7931034482758621,7.0,4.0,-0.034482758620689724,1.0,-1.0,False
1987,M,1344,1122,90,87,W,1,0.7241379310344828,11.0,6.0,0.6153846153846154,3.0,14.0,0.10875331564986734,-8.0,8.0,True
1987,M,1424,1243,80,61,W,1,0.9705882352941176,14.0,1.0,0.6153846153846154,1.0,9.0,0.3552036199095022,-8.0,13.0,True
1987,M,1461,1417,78,68,W,1,0.7,5.0,12.0,0.8,5.0,4.0,-0.10000000000000009,8.0,0.0,False
1987,M,1177,1385,83,75,W,1,0.9285714285714286,15.0,3.0,0.7142857142857143,3.5,6.0,0.2142857142857143,-3.0,11.5,True
1987,M,1196,1345,85,66,W,1,0.6774193548387096,10.0,6.0,0.8518518518518519,12.0,3.0,-0.17443249701314223,3.0,-2.0,False
1987,M,1207,1326,82,79,W,1,0.8461538461538461,9.0,1.0,0.6,5.0,9.0,0.24615384615384617,-8.0,4.0,True
1987,M,1234,1431,84,82,W,1,0.8620689655172413,11.0,2.0,0.7931034482758621,6.0,7.0,0.06896551724137923,-5.0,5.0,True
1987,M,1242,1283,67,63,W,1,0.6875,3.0,5.0,0.8214285714285714,9.0,13.0,-0.1339285714285714,-8.0,-6.0,True
1987,M,1261,1396,72,62,W,1,0.5625,1.5,10.0,0.9117647058823529,10.5,2.0,-0.3492647058823529,8.0,-9.0,False
1987,M,1328,1338,96,93,W,1,0.7096774193548387,6.0,6.0,0.7666666666666667,8.5,3.0,-0.05698924731182797,3.0,-2.5,False
1987,M,1393,1443,104,86,W,1,0.8064516129032258,11.0,2.0,0.7575757575757576,9.0,10.0,0.04887585532746819,-8.0,2.0,True
1987,M,1207,1242,70,57,W,1,0.8461538461538461,9.0,1.0,0.6875,3.0,5.0,0.15865384615384615,-4.0,6.0,True
1987,M,1314,1323,74,68,W,1,0.9032258064516129,15.0,1.0,0.7586206896551724,6.0,5.0,0.1446051167964405,-4.0,9.0,True
1987,M,1344,1104,103,82,W,1,0.7241379310344828,11.0,6.0,0.8666666666666667,9.0,2.0,-0.14252873563218393,4.0,2.0,False
1987,M,1393,1196,87,81,W,1,0.8064516129032258,11.0,2.0,0.6774193548387096,10.0,6.0,0.12903225806451613,-4.0,1.0,True
1987,M,1231,1181,88,82,W,1,0.8571428571428571,9.0,1.0,0.7241379310344828,9.0,5.0,0.13300492610837433,-4.0,0.0,True
1987,M,1234,1328,93,91,W,1,0.8620689655172413,11.0,2.0,0.7096774193548387,6.0,6.0,0.15239154616240258,-4.0,5.0,True
1987,M,1261,1177,63,58,W,1,0.5625,1.5,10.0,0.9285714285714286,15.0,3.0,-0.3660714285714286,7.0,-13.5,False
1987,M,1424,1461,92,78,W,1,0.9705882352941176,14.0,1.0,0.7,5.0,12.0,0.2705882352941177,-11.0,9.0,True
1987,M,1344,1207,88,73,W,1,0.7241379310344828,11.0,6.0,0.8461538461538461,9.0,1.0,-0.12201591511936338,5.0,2.0,False
1987,M,1393,1314,79,75,W,1,0.8064516129032258,11.0,2.0,0.9032258064516129,15.0,1.0,-0.09677419354838712,1.0,-4.0,False
1987,M,1231,1261,77,76,W,1,0.8571428571428571,9.0,1.0,0.5625,1.5,10.0,0.2946428571428571,-9.0,7.5,True
1987,M,1424,1234,84,81,W,1,0.9705882352941176,14.0,1.0,0.8620689655172413,11.0,2.0,0.10851926977687631,-1.0,3.0,True
1987,M,1231,1424,97,93,W,1,0.8571428571428571,9.0,1.0,0.9705882352941176,14.0,1.0,-0.11344537815126055,0.0,-5.0,False
1987,M,1393,1344,77,63,W,1,0.8064516129032258,11.0,2.0,0.7241379310344828,11.0,6.0,0.082313681868743,-4.0,0.0,True
1987,M,1231,1393,74,73,W,1,0.8571428571428571,9.0,1.0,0.8064516129032258,11.0,2.0,0.05069124423963134,-1.0,-2.0,True
1988,M,1120,1133,90,86,W,1,0.6296296296296297,5.0,8.0,0.8666666666666667,16.0,9.0,-0.23703703703703705,-1.0,-11.0,True
